"Release_Week","Region","Week","Sites_Reporting","ILI_0_4_years","ILI_5_24_years","ILI_25_49_years","ILI_50_64_years","ILI_65_plus_years","Total_ILI","Total_Patient_Visits","Perc_Unweighted_ILI","Perc_Weighted_ILI"
"1417","Region 10",201406,50,46,71,61,26,10,214,12961,1.65,1.59
"1417","Region 10",201407,48,46,64,36,18,3,167,13179,1.27,1.24
"1417","Region 10",201408,48,49,59,33,13,3,157,12667,1.24,1.29
"1417","Region 10",201409,48,34,44,11,15,5,109,13919,0.78,0.66
"1417","Region 10",201410,49,30,60,27,12,11,140,13949,1,0.83
"1417","Region 10",201411,44,21,38,10,6,0,75,11738,0.64,0.62
"1417","Region 10",201412,40,40,31,13,5,2,91,10830,0.84,0.86
"1417","Region 10",201413,41,19,30,10,5,7,71,10172,0.7,0.69
"1417","Region 10",201414,39,46,36,12,4,5,103,11379,0.91,0.77
"1417","Region 10",201415,40,34,27,17,6,4,88,11587,0.76,0.66
"1417","Region 10",201416,36,27,40,22,6,2,97,10596,0.92,0.76
"1417","Region 10",201417,31,30,36,12,11,7,96,10233,0.94,0.78
"1418","National",201340,2042,2987,3783,1856,643,451,9720,857245,1.13,1.16
"1418","National",201341,2067,3288,3943,1929,760,533,10453,860865,1.21,1.27
"1418","National",201342,2097,3489,3885,2014,788,497,10673,847813,1.26,1.32
"1418","National",201343,2098,3935,4493,2292,815,515,12050,876591,1.37,1.37
"1418","National",201344,2100,4049,4642,2357,932,531,12511,872200,1.43,1.47
"1418","National",201345,2101,4416,5049,2511,956,536,13468,878685,1.53,1.57
"1418","National",201346,2118,4625,4975,2702,984,577,13863,864855,1.6,1.6
"1418","National",201347,2072,4757,5522,3059,1077,578,14993,869236,1.72,1.72
"1418","National",201348,2042,4916,4280,3020,1054,639,13909,661112,2.1,2.1
"1418","National",201349,2054,5527,6552,4377,1548,862,18866,851967,2.21,2.16
"1418","National",201350,2047,5484,7031,4459,1593,802,19369,796312,2.43,2.37
"1418","National",201351,2004,6538,8403,6520,2269,934,24664,808583,3.05,3.18
"1418","National",201352,1995,7718,7400,7436,2841,1297,26692,607314,4.4,4.59
"1418","National",201401,2025,7493,6725,9141,3550,1762,28671,675568,4.24,4.3
"1418","National",201402,2050,6184,7830,8796,3555,1631,27996,804959,3.48,3.57
"1418","National",201403,2042,6074,9561,8090,3151,1605,28481,852430,3.34,3.37
"1418","National",201404,2052,5831,8792,6783,2602,1326,25334,779256,3.25,3.4
"1418","National",201405,2037,5109,8598,5992,2391,1194,23284,808063,2.88,3.12
"1418","National",201406,2046,4708,7643,5273,2246,1123,20993,804795,2.61,2.81
"1418","National",201407,2005,4183,6603,4446,1822,969,18023,770593,2.34,2.46
"1418","National",201408,2006,4218,6016,4277,1677,868,17056,803007,2.12,2.27
"1418","National",201409,1961,3932,5760,3679,1495,885,15751,824448,1.91,2.06
"1418","National",201410,1916,3739,5440,3434,1423,786,14822,775698,1.91,1.98
"1418","National",201411,1868,3552,4884,3149,1342,802,13729,780717,1.76,1.8
"1418","National",201412,1867,3718,5434,3181,1381,792,14506,781251,1.86,1.8
"1418","National",201413,1815,3441,5652,3198,1269,759,14319,776605,1.84,1.77
"1418","National",201414,1773,3491,5463,3089,1380,782,14205,765184,1.86,1.77
"1418","National",201415,1731,3460,5314,2857,1251,752,13634,772006,1.77,1.66
"1418","National",201416,1666,2947,3982,2382,1026,676,11013,724516,1.52,1.47
"1418","National",201417,1566,2547,3326,2343,949,623,9788,694192,1.41,1.39
"1418","National",201418,1382,2134,2932,1822,732,426,8046,624127,1.29,1.17
"1418","Region 1",201340,176,117,168,44,19,20,368,59819,0.62,0.62
"1418","Region 1",201341,179,126,194,39,15,16,390,60618,0.64,0.65
"1418","Region 1",201342,179,138,206,38,17,22,421,57316,0.73,0.74
"1418","Region 1",201343,171,164,163,33,18,13,391,56884,0.69,0.8
"1418","Region 1",201344,167,142,210,27,12,12,403,55747,0.72,0.91
"1418","Region 1",201345,166,128,210,44,27,25,434,55998,0.78,0.96
"1418","Region 1",201346,171,165,162,70,30,13,440,55413,0.79,0.85
"1418","Region 1",201347,159,145,153,42,28,17,385,54240,0.71,0.69
"1418","Region 1",201348,164,163,87,49,21,15,335,35911,0.93,0.92
"1418","Region 1",201349,161,153,160,65,29,32,439,53429,0.82,0.83
"1418","Region 1",201350,154,199,194,66,30,18,507,49305,1.03,1.07
"1418","Region 1",201351,157,221,164,83,30,26,524,46119,1.14,1.17
"1418","Region 1",201352,162,211,152,84,33,26,506,29498,1.72,1.57
"1418","Region 1",201401,156,214,116,111,36,30,507,29127,1.74,1.61
"1418","Region 1",201402,160,199,227,161,66,31,684,48344,1.41,1.39
"1418","Region 1",201403,157,260,313,185,69,34,861,49402,1.74,1.67
"1418","Region 1",201404,159,244,394,160,59,32,889,47328,1.88,1.88
"1418","Region 1",201405,161,249,501,155,62,32,999,54823,1.82,2.04
"1418","Region 1",201406,161,253,523,149,59,42,1026,49311,2.08,2.24
"1418","Region 1",201407,163,214,444,137,47,24,866,51372,1.69,1.76
"1418","Region 1",201408,161,188,298,140,56,18,700,45334,1.54,1.8
"1418","Region 1",201409,151,186,279,102,61,32,660,50765,1.3,1.55
"1418","Region 1",201410,144,157,314,81,39,29,620,48191,1.29,1.54
"1418","Region 1",201411,149,183,200,90,33,21,527,42509,1.24,1.44
"1418","Region 1",201412,144,189,293,94,44,28,648,46619,1.39,1.71
"1418","Region 1",201413,137,161,287,91,52,43,634,47892,1.32,1.65
"1418","Region 1",201414,142,178,402,113,66,38,797,49343,1.62,1.89
"1418","Region 1",201415,146,194,506,129,65,55,949,50029,1.9,2.05
"1418","Region 1",201416,134,147,407,110,57,46,767,44965,1.71,1.88
"1418","Region 1",201417,129,130,191,93,54,37,505,36623,1.38,1.48
"1418","Region 1",201418,111,91,131,68,43,26,359,38155,0.94,1.07
"1418","Region 2",201340,290,639,655,327,122,76,1819,128217,1.42,1.62
"1418","Region 2",201341,297,642,547,281,127,68,1665,125221,1.33,1.67
"1418","Region 2",201342,307,769,556,255,125,64,1769,123588,1.43,1.94
"1418","Region 2",201343,307,854,642,350,126,60,2032,128083,1.59,1.68
"1418","Region 2",201344,310,897,696,308,136,62,2099,125400,1.67,2
"1418","Region 2",201345,313,1009,664,305,108,49,2135,123401,1.73,1.76
"1418","Region 2",201346,310,1045,670,245,112,67,2139,123281,1.74,1.51
"1418","Region 2",201347,309,1129,667,308,109,69,2282,120867,1.89,1.83
"1418","Region 2",201348,261,1216,610,292,96,62,2276,101138,2.25,2.03
"1418","Region 2",201349,265,1398,900,440,157,83,2978,129729,2.3,2.02
"1418","Region 2",201350,258,1284,879,333,135,64,2695,116051,2.32,1.78
"1418","Region 2",201351,247,1353,1003,511,149,72,3088,117606,2.63,2.23
"1418","Region 2",201352,249,1482,978,657,231,86,3434,101968,3.37,2.93
"1418","Region 2",201401,250,1250,835,850,296,125,3356,95902,3.5,3.34
"1418","Region 2",201402,251,1025,981,922,337,151,3416,119648,2.86,2.75
"1418","Region 2",201403,252,1056,1394,921,339,152,3862,123757,3.12,3.08
"1418","Region 2",201404,255,987,1129,801,273,132,3322,109617,3.03,2.96
"1418","Region 2",201405,257,857,1342,716,277,101,3293,116883,2.82,3.3
"1418","Region 2",201406,261,883,1317,691,288,107,3286,117054,2.81,3.44
"1418","Region 2",201407,257,747,1104,596,254,90,2791,109796,2.54,3.13
"1418","Region 2",201408,261,817,889,596,246,108,2656,117149,2.27,2.39
"1418","Region 2",201409,259,726,829,557,233,99,2444,120738,2.02,2.3
"1418","Region 2",201410,248,761,1107,562,247,96,2773,116197,2.39,2.35
"1418","Region 2",201411,236,806,1394,661,307,157,3325,123643,2.69,2.48
"1418","Region 2",201412,241,1073,1809,817,372,187,4258,124211,3.43,2.96
"1418","Region 2",201413,239,1104,2156,941,393,189,4783,129325,3.7,3.52
"1418","Region 2",201414,223,1096,1879,963,444,205,4587,125027,3.67,3.62
"1418","Region 2",201415,213,1086,1706,819,355,177,4143,122693,3.38,3.47
"1418","Region 2",201416,212,928,958,573,257,178,2894,111147,2.6,2.75
"1418","Region 2",201417,215,758,708,517,219,121,2323,114188,2.03,2.33
"1418","Region 2",201418,208,607,658,423,170,106,1964,111663,1.76,2.05
"1418","Region 3",201340,238,403,467,296,75,55,1296,120136,1.08,0.93
"1418","Region 3",201341,223,388,503,295,72,46,1304,112641,1.16,1.06
"1418","Region 3",201342,239,425,506,333,94,62,1420,116700,1.22,1.04
"1418","Region 3",201343,237,479,555,363,97,72,1566,118250,1.32,1.13
"1418","Region 3",201344,240,442,567,368,119,64,1560,117451,1.33,1.1
"1418","Region 3",201345,237,504,502,393,114,67,1580,118970,1.33,1.12
"1418","Region 3",201346,243,511,562,415,124,72,1684,117363,1.43,1.26
"1418","Region 3",201347,238,509,598,410,131,73,1721,117798,1.46,1.18
"1418","Region 3",201348,236,512,534,358,134,62,1600,90993,1.76,1.51
"1418","Region 3",201349,241,575,662,583,186,91,2097,119086,1.76,1.52
"1418","Region 3",201350,244,577,650,529,158,82,1996,106189,1.88,1.6
"1418","Region 3",201351,236,731,827,668,242,92,2560,108961,2.35,2.24
"1418","Region 3",201352,232,959,855,949,313,165,3241,98564,3.29,3.27
"1418","Region 3",201401,240,895,866,1449,529,243,3982,106493,3.74,3.6
"1418","Region 3",201402,241,674,1037,1736,582,250,4279,114800,3.73,3.21
"1418","Region 3",201403,238,756,1493,1746,677,219,4891,117830,4.15,3.33
"1418","Region 3",201404,242,713,1230,1639,529,242,4353,105891,4.11,3.46
"1418","Region 3",201405,239,637,1056,1366,503,206,3768,111498,3.38,3.06
"1418","Region 3",201406,236,458,956,1259,462,177,3312,109584,3.02,2.82
"1418","Region 3",201407,238,441,902,1047,393,152,2935,104683,2.8,2.41
"1418","Region 3",201408,238,448,894,1005,361,142,2850,119274,2.39,2.08
"1418","Region 3",201409,230,423,863,836,264,132,2518,113979,2.21,1.99
"1418","Region 3",201410,235,402,755,699,256,119,2231,110310,2.02,1.81
"1418","Region 3",201411,223,378,632,609,217,101,1937,116293,1.67,1.64
"1418","Region 3",201412,228,397,671,548,242,91,1949,113203,1.72,1.72
"1418","Region 3",201413,209,351,651,535,181,95,1813,104777,1.73,1.73
"1418","Region 3",201414,206,372,737,515,208,95,1927,108635,1.77,1.91
"1418","Region 3",201415,204,344,662,482,197,104,1789,110120,1.62,1.52
"1418","Region 3",201416,198,274,393,368,158,83,1276,104322,1.22,1.01
"1418","Region 3",201417,186,209,343,392,138,81,1163,100654,1.16,0.84
"1418","Region 3",201418,170,198,405,344,149,72,1168,95098,1.23,0.86
"1418","Region 4",201340,327,438,668,252,64,44,1466,143919,1.02,0.94
"1418","Region 4",201341,331,484,675,248,99,59,1565,142325,1.1,1
"1418","Region 4",201342,332,512,696,307,131,68,1714,142126,1.21,1.02
"1418","Region 4",201343,325,678,892,368,105,65,2108,145092,1.45,1.23
"1418","Region 4",201344,331,652,965,440,114,50,2221,143780,1.54,1.29
"1418","Region 4",201345,332,822,1126,433,146,64,2591,147393,1.76,1.48
"1418","Region 4",201346,330,813,1059,491,148,84,2595,143019,1.81,1.49
"1418","Region 4",201347,324,799,1251,593,182,107,2932,150149,1.95,1.69
"1418","Region 4",201348,324,894,889,575,183,109,2650,106456,2.49,2.17
"1418","Region 4",201349,328,1071,1671,869,291,147,4049,146163,2.77,2.27
"1418","Region 4",201350,327,1005,1544,797,269,163,3778,134248,2.81,2.38
"1418","Region 4",201351,324,1219,1695,1175,412,135,4636,127174,3.65,3.23
"1418","Region 4",201352,312,1192,1213,1166,495,225,4291,87433,4.91,4.63
"1418","Region 4",201401,331,1245,1146,1469,615,290,4765,112446,4.24,3.89
"1418","Region 4",201402,329,938,1340,1200,525,228,4231,131715,3.21,3.08
"1418","Region 4",201403,336,894,1670,1086,413,231,4294,145079,2.96,2.84
"1418","Region 4",201404,334,861,1441,833,410,187,3732,125187,2.98,2.93
"1418","Region 4",201405,324,642,1371,714,304,167,3198,124088,2.58,2.67
"1418","Region 4",201406,321,617,1180,656,292,145,2890,132335,2.18,2.16
"1418","Region 4",201407,314,471,878,488,215,117,2169,105714,2.05,1.97
"1418","Region 4",201408,316,461,804,431,168,91,1955,126175,1.55,1.53
"1418","Region 4",201409,311,423,784,364,159,111,1841,132245,1.39,1.36
"1418","Region 4",201410,304,401,644,345,147,87,1624,113048,1.44,1.36
"1418","Region 4",201411,295,338,414,263,120,60,1195,114339,1.05,1.15
"1418","Region 4",201412,299,332,501,247,116,72,1268,121716,1.04,1.06
"1418","Region 4",201413,296,313,466,266,91,69,1205,126518,0.95,0.98
"1418","Region 4",201414,289,270,415,203,104,63,1055,117772,0.9,0.88
"1418","Region 4",201415,283,264,378,201,95,62,1000,121468,0.82,0.86
"1418","Region 4",201416,274,276,365,181,80,64,966,118142,0.82,0.84
"1418","Region 4",201417,247,197,377,146,75,46,841,107158,0.78,0.9
"1418","Region 4",201418,221,144,310,140,63,30,687,87427,0.79,0.79
"1418","Region 5",201340,270,402,435,207,110,76,1230,107587,1.14,0.89
"1418","Region 5",201341,283,480,468,241,99,93,1381,111292,1.24,1.03
"1418","Region 5",201342,280,452,490,227,118,84,1371,110644,1.24,0.97
"1418","Region 5",201343,285,501,556,238,122,91,1508,111656,1.35,1.11
"1418","Region 5",201344,287,546,557,243,129,97,1572,110695,1.42,1.18
"1418","Region 5",201345,278,521,553,259,137,84,1554,108215,1.44,1.18
"1418","Region 5",201346,285,558,509,267,119,96,1549,109476,1.41,1.13
"1418","Region 5",201347,286,535,550,260,120,70,1535,104286,1.47,1.16
"1418","Region 5",201348,283,530,447,269,120,97,1463,75810,1.93,1.6
"1418","Region 5",201349,286,688,619,348,157,115,1927,103293,1.87,1.49
"1418","Region 5",201350,286,676,667,377,152,88,1960,94841,2.07,1.69
"1418","Region 5",201351,286,810,772,539,198,116,2435,98340,2.48,2.09
"1418","Region 5",201352,287,973,789,651,251,131,2795,69472,4.02,3.55
"1418","Region 5",201401,285,949,632,795,367,209,2952,75967,3.89,3.35
"1418","Region 5",201402,304,798,634,728,355,170,2685,88416,3.04,2.73
"1418","Region 5",201403,296,758,829,712,336,190,2825,106050,2.66,2.49
"1418","Region 5",201404,299,715,922,563,262,156,2618,98544,2.66,2.58
"1418","Region 5",201405,300,574,746,517,238,127,2202,97718,2.25,2.2
"1418","Region 5",201406,304,530,771,439,209,104,2053,100989,2.03,2
"1418","Region 5",201407,294,579,702,422,174,114,1991,103984,1.91,1.86
"1418","Region 5",201408,294,596,722,433,201,128,2080,104450,1.99,1.97
"1418","Region 5",201409,294,593,744,389,192,116,2034,108751,1.87,1.78
"1418","Region 5",201410,281,545,599,372,182,96,1794,102853,1.74,1.71
"1418","Region 5",201411,277,567,604,351,174,108,1804,102354,1.76,1.63
"1418","Region 5",201412,274,477,529,370,168,121,1665,101042,1.65,1.61
"1418","Region 5",201413,269,533,559,362,168,96,1718,101603,1.69,1.48
"1418","Region 5",201414,265,535,542,342,181,131,1731,101387,1.71,1.49
"1418","Region 5",201415,255,537,482,313,167,90,1589,100820,1.58,1.23
"1418","Region 5",201416,240,442,425,279,143,93,1382,92992,1.49,1.17
"1418","Region 5",201417,220,470,403,310,126,95,1404,90116,1.56,1.13
"1418","Region 5",201418,190,349,394,243,117,84,1187,78445,1.51,1.15
"1418","Region 6",201340,236,585,709,418,120,78,1910,92600,2.06,2.12
"1418","Region 6",201341,247,644,774,469,163,103,2153,97092,2.22,2.24
"1418","Region 6",201342,246,669,728,506,151,81,2135,90860,2.35,2.44
"1418","Region 6",201343,251,716,888,559,161,69,2393,100198,2.39,2.37
"1418","Region 6",201344,249,757,807,505,191,102,2362,94371,2.5,2.51
"1418","Region 6",201345,241,780,987,566,187,84,2604,91242,2.85,2.91
"1418","Region 6",201346,249,884,1112,786,261,109,3152,99068,3.18,3.31
"1418","Region 6",201347,236,867,1258,890,249,89,3353,97614,3.43,3.7
"1418","Region 6",201348,248,896,942,936,286,123,3183,77021,4.13,4.39
"1418","Region 6",201349,246,937,1417,1445,474,200,4473,96795,4.62,4.95
"1418","Region 6",201350,251,993,1800,1635,548,199,5175,96431,5.37,5.61
"1418","Region 6",201351,240,1161,2313,2288,742,207,6711,97113,6.91,8.01
"1418","Region 6",201352,243,1650,1995,2530,950,323,7448,80698,9.23,9.87
"1418","Region 6",201401,248,1656,1835,2799,1037,468,7795,93576,8.33,8.67
"1418","Region 6",201402,243,1273,1834,2315,876,353,6651,96522,6.89,6.94
"1418","Region 6",201403,239,1121,1865,1852,617,282,5737,99907,5.74,5.78
"1418","Region 6",201404,240,1019,1571,1396,481,211,4678,91643,5.1,5.3
"1418","Region 6",201405,249,1041,1591,1264,429,231,4556,96175,4.74,5.18
"1418","Region 6",201406,249,934,1275,1100,424,212,3945,96470,4.09,4.57
"1418","Region 6",201407,233,771,1199,896,301,192,3359,94075,3.57,3.77
"1418","Region 6",201408,237,801,1205,901,284,136,3327,97089,3.43,3.78
"1418","Region 6",201409,225,729,1088,770,241,145,2973,90438,3.29,3.6
"1418","Region 6",201410,232,757,974,794,235,134,2894,91329,3.17,3.44
"1418","Region 6",201411,225,629,752,694,252,141,2468,88940,2.77,3.19
"1418","Region 6",201412,224,638,830,693,247,136,2544,91593,2.78,3
"1418","Region 6",201413,220,521,849,644,199,98,2311,85740,2.7,2.86
"1418","Region 6",201414,220,559,842,592,220,98,2311,88942,2.6,2.77
"1418","Region 6",201415,220,610,944,571,182,117,2424,90480,2.68,2.88
"1418","Region 6",201416,217,541,796,556,173,82,2148,88910,2.42,2.53
"1418","Region 6",201417,213,466,731,549,172,108,2026,88832,2.28,2.42
"1418","Region 6",201418,201,467,626,410,130,67,1700,85372,1.99,2.11
"1418","Region 7",201340,90,48,71,39,17,7,182,53575,0.34,0.65
"1418","Region 7",201341,91,66,89,44,16,21,236,53465,0.44,0.85
"1418","Region 7",201342,96,48,93,47,16,13,217,55016,0.39,0.71
"1418","Region 7",201343,93,61,107,66,26,16,276,56232,0.49,0.91
"1418","Region 7",201344,90,82,98,49,18,21,268,53411,0.5,0.8
"1418","Region 7",201345,92,74,113,73,19,11,290,55029,0.53,0.89
"1418","Region 7",201346,92,57,107,55,13,11,243,51839,0.47,0.86
"1418","Region 7",201347,91,64,120,67,18,21,290,49916,0.58,1.04
"1418","Region 7",201348,92,55,63,71,20,11,220,38743,0.57,1.12
"1418","Region 7",201349,95,70,145,88,23,16,342,52044,0.66,1.26
"1418","Region 7",201350,94,71,162,108,38,16,395,49192,0.8,1.53
"1418","Region 7",201351,94,125,259,191,44,21,640,47082,1.36,2.81
"1418","Region 7",201352,93,173,213,238,91,31,746,32419,2.3,4.48
"1418","Region 7",201401,93,167,236,296,75,50,824,39270,2.1,4.06
"1418","Region 7",201402,93,170,240,252,77,39,778,46034,1.69,3.05
"1418","Region 7",201403,93,210,334,235,85,50,914,50290,1.82,3.06
"1418","Region 7",201404,94,173,334,218,87,33,845,49302,1.71,2.95
"1418","Region 7",201405,92,167,361,203,47,30,808,50016,1.62,2.76
"1418","Region 7",201406,91,127,197,132,40,33,529,45872,1.15,2.05
"1418","Region 7",201407,93,121,158,124,47,20,470,48624,0.97,1.6
"1418","Region 7",201408,90,90,154,110,28,32,414,46439,0.89,1.38
"1418","Region 7",201409,88,90,148,95,26,27,386,52990,0.73,1.2
"1418","Region 7",201410,89,93,107,62,18,28,308,49208,0.63,1.1
"1418","Region 7",201411,81,91,126,84,30,22,353,47999,0.74,1.38
"1418","Region 7",201412,86,80,65,65,27,18,255,43453,0.59,0.99
"1418","Region 7",201413,85,51,64,40,18,23,196,48448,0.4,0.84
"1418","Region 7",201414,78,57,72,56,25,18,228,46355,0.49,0.98
"1418","Region 7",201415,76,51,69,38,15,13,186,46951,0.4,0.66
"1418","Region 7",201416,70,44,54,41,14,12,165,44947,0.37,0.69
"1418","Region 7",201417,65,44,63,36,10,13,166,42528,0.39,0.74
"1418","Region 7",201418,50,37,49,26,10,5,127,40581,0.31,0.61
"1418","Region 8",201340,118,111,178,74,28,17,408,53433,0.76,0.69
"1418","Region 8",201341,120,133,194,101,45,18,491,57720,0.85,0.74
"1418","Region 8",201342,118,111,149,93,23,15,391,54150,0.72,0.64
"1418","Region 8",201343,123,143,245,89,31,30,538,59247,0.91,0.81
"1418","Region 8",201344,113,198,229,151,53,15,646,70956,0.91,0.72
"1418","Region 8",201345,119,203,249,157,66,20,695,75584,0.92,0.75
"1418","Region 8",201346,117,172,233,134,33,23,595,68385,0.87,0.7
"1418","Region 8",201347,118,273,353,218,83,26,953,74781,1.27,0.95
"1418","Region 8",201348,119,288,302,203,57,44,894,65715,1.36,1
"1418","Region 8",201349,118,186,330,250,57,36,859,52158,1.65,1.53
"1418","Region 8",201350,118,197,413,248,78,31,967,55657,1.74,1.6
"1418","Region 8",201351,111,352,660,502,168,47,1729,75785,2.28,2
"1418","Region 8",201352,115,378,547,521,175,79,1700,44142,3.85,3.67
"1418","Region 8",201401,116,331,333,534,193,89,1480,49001,3.02,2.96
"1418","Region 8",201402,119,310,488,487,191,96,1572,58960,2.67,2.57
"1418","Region 8",201403,119,294,437,402,162,85,1380,58301,2.37,2.26
"1418","Region 8",201404,119,294,421,353,116,65,1249,55979,2.23,2.1
"1418","Region 8",201405,118,255,387,279,112,47,1080,55675,1.94,1.79
"1418","Region 8",201406,119,258,390,247,112,26,1033,55273,1.87,1.77
"1418","Region 8",201407,117,225,347,225,81,43,921,55605,1.66,1.5
"1418","Region 8",201408,119,260,342,198,91,37,928,56550,1.64,1.51
"1418","Region 8",201409,118,226,333,167,53,34,813,59228,1.37,1.23
"1418","Region 8",201410,105,206,308,166,55,27,762,52969,1.44,1.38
"1418","Region 8",201411,118,203,295,124,47,39,708,59206,1.2,1.12
"1418","Region 8",201412,118,196,269,133,32,16,646,58738,1.1,0.99
"1418","Region 8",201413,116,160,218,129,46,18,571,56099,1.02,0.91
"1418","Region 8",201414,112,138,254,128,36,19,575,53027,1.08,0.94
"1418","Region 8",201415,105,130,224,115,52,27,548,53168,1.03,0.91
"1418","Region 8",201416,107,99,206,104,34,14,457,48409,0.94,0.83
"1418","Region 8",201417,96,101,219,124,40,19,503,46430,1.08,1.06
"1418","Region 8",201418,100,126,188,106,24,16,460,49997,0.92,0.8
"1418","Region 9",201340,250,232,398,182,80,76,968,82520,1.17,1.38
"1418","Region 9",201341,251,309,470,193,120,103,1195,84214,1.42,1.62
"1418","Region 9",201342,250,338,421,198,105,84,1146,81167,1.41,1.63
"1418","Region 9",201343,254,318,418,207,119,95,1157,84648,1.37,1.62
"1418","Region 9",201344,262,314,482,243,152,104,1295,84226,1.54,1.82
"1418","Region 9",201345,271,353,622,275,147,123,1520,86545,1.76,2.08
"1418","Region 9",201346,269,401,521,226,135,100,1383,81470,1.7,2.06
"1418","Region 9",201347,263,406,548,259,154,104,1471,84941,1.73,1.99
"1418","Region 9",201348,262,340,384,251,129,115,1219,58807,2.07,2.39
"1418","Region 9",201349,262,435,609,270,159,137,1610,84890,1.9,2.16
"1418","Region 9",201350,263,457,679,327,170,134,1767,80330,2.2,2.55
"1418","Region 9",201351,258,516,643,505,250,209,2123,78338,2.71,2.99
"1418","Region 9",201352,250,593,568,531,248,209,2149,55041,3.9,4.57
"1418","Region 9",201401,257,646,616,699,338,232,2531,64187,3.94,4.62
"1418","Region 9",201402,259,696,875,813,453,287,3124,85746,3.64,4.21
"1418","Region 9",201403,261,651,1079,828,392,340,3290,87389,3.76,4.26
"1418","Region 9",201404,257,762,1230,731,349,253,3325,82322,4.04,4.72
"1418","Region 9",201405,249,642,1147,709,384,244,3126,87654,3.57,4.01
"1418","Region 9",201406,254,602,963,539,334,267,2705,84946,3.18,3.6
"1418","Region 9",201407,248,568,805,475,292,214,2354,83561,2.82,3.26
"1418","Region 9",201408,242,508,649,430,229,173,1989,77880,2.55,3.16
"1418","Region 9",201409,237,502,648,388,251,184,1973,81395,2.42,2.86
"1418","Region 9",201410,229,387,572,326,232,159,1676,77644,2.16,2.56
"1418","Region 9",201411,220,336,429,263,156,153,1337,73696,1.81,2.06
"1418","Region 9",201412,212,296,435,200,128,121,1180,69770,1.69,1.94
"1418","Region 9",201413,202,228,372,180,116,121,1017,65952,1.54,1.87
"1418","Region 9",201414,198,240,283,165,91,110,889,63245,1.41,1.72
"1418","Region 9",201415,188,210,315,172,117,103,917,64604,1.42,1.65
"1418","Region 9",201416,176,167,336,148,104,102,857,59810,1.43,1.6
"1418","Region 9",201417,160,133,251,164,104,96,748,56686,1.32,1.6
"1418","Region 9",201418,100,96,148,48,21,15,328,27442,1.2,0.98
"1418","Region 10",201340,47,12,34,17,8,2,73,15439,0.47,0.43
"1418","Region 10",201341,45,16,29,18,4,6,73,16277,0.45,0.41
"1418","Region 10",201342,50,27,40,10,8,4,89,16246,0.55,0.51
"1418","Region 10",201343,52,21,27,19,10,4,81,16301,0.5,0.51
"1418","Region 10",201344,51,19,31,23,8,4,85,16163,0.53,0.54
"1418","Region 10",201345,52,22,23,6,5,9,65,16308,0.4,0.38
"1418","Region 10",201346,52,19,40,13,9,2,83,15541,0.53,0.5
"1418","Region 10",201347,48,30,24,12,3,2,71,14644,0.48,0.47
"1418","Region 10",201348,53,22,22,16,8,1,69,10518,0.66,0.68
"1418","Region 10",201349,52,14,39,19,15,5,92,14380,0.64,0.65
"1418","Region 10",201350,52,25,43,39,15,7,129,14068,0.92,0.86
"1418","Region 10",201351,51,50,67,58,34,9,218,12065,1.81,1.51
"1418","Region 10",201352,52,107,90,109,54,22,382,8079,4.73,3.58
"1418","Region 10",201401,49,140,110,139,64,26,479,9599,4.99,3.99
"1418","Region 10",201402,51,101,174,182,93,26,576,14774,3.9,3.37
"1418","Region 10",201403,51,74,147,123,61,22,427,14425,2.96,2.76
"1418","Region 10",201404,53,63,120,89,36,15,323,13443,2.4,2.4
"1418","Region 10",201405,48,45,96,69,35,9,254,13533,1.88,1.75
"1418","Region 10",201406,50,46,71,61,26,10,214,12961,1.65,1.59
"1418","Region 10",201407,48,46,64,36,18,3,167,13179,1.27,1.24
"1418","Region 10",201408,48,49,59,33,13,3,157,12667,1.24,1.29
"1418","Region 10",201409,48,34,44,11,15,5,109,13919,0.78,0.66
"1418","Region 10",201410,49,30,60,27,12,11,140,13949,1,0.83
"1418","Region 10",201411,44,21,38,10,6,0,75,11738,0.64,0.62
"1418","Region 10",201412,41,40,32,14,5,2,93,10906,0.85,0.87
"1418","Region 10",201413,42,19,30,10,5,7,71,10251,0.69,0.68
"1418","Region 10",201414,40,46,37,12,5,5,105,11451,0.92,0.78
"1418","Region 10",201415,41,34,28,17,6,4,89,11673,0.76,0.66
"1418","Region 10",201416,38,29,42,22,6,2,101,10872,0.93,0.79
"1418","Region 10",201417,35,39,40,12,11,7,109,10977,0.99,0.82
"1418","Region 10",201418,31,19,23,14,5,5,66,9947,0.66,0.55
"1419","National",201340,2042,2987,3783,1856,643,451,9720,857245,1.13,1.16
"1419","National",201341,2067,3288,3943,1929,760,533,10453,860865,1.21,1.27
"1419","National",201342,2097,3489,3885,2014,788,497,10673,847813,1.26,1.32
"1419","National",201343,2098,3935,4493,2292,815,515,12050,876591,1.37,1.37
"1419","National",201344,2100,4049,4642,2357,932,531,12511,872200,1.43,1.47
"1419","National",201345,2101,4416,5049,2511,956,536,13468,878685,1.53,1.57
"1419","National",201346,2118,4625,4975,2702,984,577,13863,864855,1.6,1.6
"1419","National",201347,2072,4758,5522,3059,1077,578,14994,869236,1.72,1.72
"1419","National",201348,2042,4916,4280,3020,1054,639,13909,661112,2.1,2.1
"1419","National",201349,2055,5527,6553,4377,1548,862,18867,852049,2.21,2.16
"1419","National",201350,2048,5484,7031,4461,1593,802,19371,796373,2.43,2.37
