"Release_Week","Region","Week","Sites_Reporting","ILI_0_4_years","ILI_5_24_years","ILI_25_49_years","ILI_50_64_years","ILI_65_plus_years","Total_ILI","Total_Patient_Visits","Perc_Unweighted_ILI","Perc_Weighted_ILI"
"1405","National",201345,2078,4414,5036,2504,952,533,13439,872203,1.54,1.59
"1405","National",201346,2093,4618,4980,2686,975,576,13835,858238,1.61,1.62
"1405","National",201347,2056,4757,5504,3054,1072,576,14963,863147,1.73,1.73
"1405","National",201348,2024,4909,4266,3015,1049,639,13878,658601,2.11,2.11
"1405","National",201349,2023,5514,6518,4351,1536,861,18780,844133,2.22,2.17
"1405","National",201350,2008,5474,6992,4438,1584,797,19285,787806,2.45,2.39
"1405","National",201351,1956,6519,8375,6490,2262,932,24578,800291,3.07,3.2
"1405","National",201352,1929,7680,7365,7399,2829,1290,26563,601078,4.42,4.62
"1405","National",201401,1957,7465,6685,9093,3525,1751,28519,667483,4.27,4.35
"1405","National",201402,1952,6080,7668,8690,3496,1603,27537,782648,3.52,3.65
"1405","National",201403,1911,5899,9217,7939,3057,1546,27658,818356,3.38,3.44
"1405","National",201404,1852,5454,8065,6401,2400,1214,23534,727842,3.23,3.39
"1405","National",201405,1605,4465,7104,5355,2034,1003,19961,672277,2.97,3.19
"1405","Region 1",201340,176,117,168,44,19,20,368,59819,0.62,0.62
"1405","Region 1",201341,179,126,194,39,15,16,390,60618,0.64,0.65
"1405","Region 1",201342,179,138,206,38,17,22,421,57316,0.73,0.74
"1405","Region 1",201343,171,164,163,33,18,13,391,56884,0.69,0.8
"1405","Region 1",201344,160,142,201,26,11,12,392,54973,0.71,0.92
"1405","Region 1",201345,158,128,206,41,26,25,426,55199,0.77,1
"1405","Region 1",201346,161,165,181,59,24,13,442,54502,0.81,0.93
"1405","Region 1",201347,159,145,153,42,28,17,385,54240,0.71,0.69
"1405","Region 1",201348,164,163,84,49,21,15,332,35911,0.92,0.87
"1405","Region 1",201349,160,153,160,65,29,32,439,53179,0.83,0.83
"1405","Region 1",201350,150,199,193,62,30,18,502,49010,1.02,1.04
"1405","Region 1",201351,149,221,160,78,30,26,515,45470,1.13,1.18
"1405","Region 1",201352,152,211,146,78,31,26,492,28608,1.72,1.53
"1405","Region 1",201401,153,214,116,111,36,30,507,29074,1.74,1.61
"1405","Region 1",201402,157,199,226,161,66,31,683,48231,1.42,1.39
"1405","Region 1",201403,148,260,300,181,69,34,844,46452,1.82,1.69
"1405","Region 1",201404,149,239,381,154,53,31,858,44037,1.95,1.95
"1405","Region 1",201405,111,212,299,108,42,13,674,40235,1.68,1.89
"1405","Region 2",201340,289,639,655,326,122,75,1817,128105,1.42,1.62
"1405","Region 2",201341,296,642,546,278,127,68,1661,125026,1.33,1.67
"1405","Region 2",201342,306,769,556,255,125,64,1769,123552,1.43,1.94
"1405","Region 2",201343,306,854,642,350,126,60,2032,127950,1.59,1.68
"1405","Region 2",201344,309,897,696,307,136,62,2098,125257,1.67,2.01
"1405","Region 2",201345,312,1009,664,305,105,49,2132,123284,1.73,1.76
"1405","Region 2",201346,309,1045,669,244,112,66,2136,123153,1.73,1.51
"1405","Region 2",201347,308,1129,667,307,106,67,2276,120672,1.89,1.83
"1405","Region 2",201348,260,1216,610,292,95,62,2275,101070,2.25,2.03
"1405","Region 2",201349,257,1398,899,440,156,81,2974,128269,2.32,2.05
"1405","Region 2",201350,249,1284,876,332,131,64,2687,114484,2.35,1.8
"1405","Region 2",201351,237,1353,1001,510,148,72,3084,116264,2.65,2.27
"1405","Region 2",201352,239,1481,974,654,231,85,3425,101248,3.38,2.99
"1405","Region 2",201401,238,1249,833,845,294,124,3345,94897,3.52,3.42
"1405","Region 2",201402,236,1014,977,916,334,148,3389,115993,2.92,2.9
"1405","Region 2",201403,235,1047,1380,911,331,151,3820,120112,3.18,3.23
"1405","Region 2",201404,234,967,1111,783,267,130,3258,103667,3.14,3.15
"1405","Region 2",201405,219,842,1266,699,263,97,3167,108002,2.93,3.56
"1405","Region 3",201340,237,403,467,296,75,55,1296,119548,1.08,0.97
"1405","Region 3",201341,222,388,503,295,72,46,1304,111936,1.16,1.12
"1405","Region 3",201342,237,425,506,333,94,62,1420,115877,1.23,1.1
"1405","Region 3",201343,234,479,554,363,97,72,1565,117404,1.33,1.19
"1405","Region 3",201344,238,442,567,368,119,64,1560,116579,1.34,1.16
"1405","Region 3",201345,233,504,502,393,114,67,1580,118044,1.34,1.19
"1405","Region 3",201346,239,511,562,415,124,72,1684,116519,1.45,1.34
"1405","Region 3",201347,233,509,597,410,131,73,1720,116105,1.48,1.27
"1405","Region 3",201348,232,511,533,358,134,62,1598,90583,1.76,1.56
"1405","Region 3",201349,235,574,661,583,186,91,2095,118004,1.78,1.53
"1405","Region 3",201350,239,575,646,529,158,82,1990,105126,1.89,1.68
"1405","Region 3",201351,232,725,827,668,242,92,2554,107901,2.37,2.28
"1405","Region 3",201352,222,959,855,949,313,165,3241,97766,3.32,3.35
"1405","Region 3",201401,230,894,865,1446,528,243,3976,105470,3.77,3.69
"1405","Region 3",201402,230,671,1037,1732,581,250,4271,113089,3.78,3.31
"1405","Region 3",201403,226,753,1488,1741,674,219,4875,116033,4.2,3.4
"1405","Region 3",201404,226,690,1198,1632,529,241,4290,103672,4.14,3.42
"1405","Region 3",201405,196,563,893,1322,484,197,3459,99757,3.47,2.89
"1405","Region 4",201340,327,438,668,252,64,42,1464,143837,1.02,0.93
"1405","Region 4",201341,328,484,674,246,99,58,1561,141856,1.1,1
"1405","Region 4",201342,328,511,695,305,130,65,1706,141223,1.21,1.02
"1405","Region 4",201343,320,678,878,363,102,65,2086,141871,1.47,1.24
"1405","Region 4",201344,327,652,959,436,114,50,2211,140853,1.57,1.31
"1405","Region 4",201345,327,820,1121,430,146,64,2581,143913,1.79,1.51
"1405","Region 4",201346,326,808,1047,490,148,84,2577,139680,1.84,1.51
"1405","Region 4",201347,320,799,1237,590,182,107,2915,147129,1.98,1.72
"1405","Region 4",201348,319,892,885,572,182,109,2640,105330,2.51,2.18
"1405","Region 4",201349,322,1067,1645,853,284,147,3996,142982,2.79,2.29
"1405","Region 4",201350,321,1004,1524,788,268,162,3746,131639,2.85,2.41
"1405","Region 4",201351,314,1214,1684,1161,410,134,4603,125176,3.68,3.26
"1405","Region 4",201352,300,1184,1210,1153,489,223,4259,86253,4.94,4.68
"1405","Region 4",201401,318,1231,1133,1453,603,290,4710,110601,4.26,3.92
"1405","Region 4",201402,307,895,1281,1180,514,224,4094,125602,3.26,3.13
"1405","Region 4",201403,310,853,1566,1063,406,229,4117,136298,3.02,2.91
"1405","Region 4",201404,296,784,1312,781,389,169,3435,114196,3.01,3.02
"1405","Region 4",201405,255,552,1115,571,243,135,2616,87903,2.98,2.85
"1405","Region 5",201340,269,402,435,207,110,76,1230,107462,1.14,0.89
"1405","Region 5",201341,283,480,468,241,99,93,1381,111292,1.24,1.03
"1405","Region 5",201342,280,452,490,227,118,84,1371,110644,1.24,0.97
"1405","Region 5",201343,284,501,556,238,122,91,1508,111605,1.35,1.11
"1405","Region 5",201344,286,546,557,243,129,97,1572,110613,1.42,1.18
"1405","Region 5",201345,277,521,553,259,137,84,1554,108097,1.44,1.19
"1405","Region 5",201346,284,558,509,267,119,96,1549,109373,1.42,1.13
"1405","Region 5",201347,285,535,550,260,120,70,1535,104199,1.47,1.16
"1405","Region 5",201348,281,530,447,269,120,97,1463,75567,1.94,1.6
"1405","Region 5",201349,284,688,618,346,157,116,1925,102926,1.87,1.49
"1405","Region 5",201350,281,675,663,374,152,85,1949,93622,2.08,1.69
"1405","Region 5",201351,281,807,763,536,198,116,2420,97056,2.49,2.1
"1405","Region 5",201352,281,968,786,643,249,129,2775,68884,4.03,3.51
"1405","Region 5",201401,277,943,624,782,359,202,2910,74555,3.9,3.35
"1405","Region 5",201402,290,780,607,704,336,155,2582,85737,3.01,2.67
"1405","Region 5",201403,275,739,782,671,297,168,2657,101715,2.61,2.44
"1405","Region 5",201404,269,699,823,522,232,137,2413,91865,2.63,2.52
"1405","Region 5",201405,232,510,590,429,183,107,1819,79756,2.28,2.17
"1405","Region 6",201340,235,585,709,418,120,78,1910,92533,2.06,2.12
"1405","Region 6",201341,246,644,773,469,163,103,2152,97024,2.22,2.24
"1405","Region 6",201342,245,669,728,506,151,81,2135,90797,2.35,2.44
"1405","Region 6",201343,250,716,888,559,160,69,2392,100144,2.39,2.37
"1405","Region 6",201344,248,757,807,504,191,102,2361,94296,2.5,2.51
"1405","Region 6",201345,240,780,986,565,187,83,2601,91168,2.85,2.91
"1405","Region 6",201346,248,884,1112,786,261,109,3152,99036,3.18,3.31
"1405","Region 6",201347,235,867,1257,890,249,89,3352,97554,3.44,3.7
"1405","Region 6",201348,247,896,942,936,286,123,3183,77014,4.13,4.39
"1405","Region 6",201349,245,937,1417,1442,473,200,4469,96732,4.62,4.94
"1405","Region 6",201350,250,992,1800,1634,547,199,5172,96362,5.37,5.61
"1405","Region 6",201351,239,1161,2313,2288,742,207,6711,97043,6.92,8.01
"1405","Region 6",201352,240,1650,1995,2530,950,323,7448,80672,9.23,9.87
"1405","Region 6",201401,243,1656,1829,2796,1036,467,7784,93281,8.34,8.71
"1405","Region 6",201402,235,1269,1831,2306,869,351,6626,95493,6.94,7.04
"1405","Region 6",201403,229,1108,1834,1846,614,275,5677,98576,5.76,5.81
"1405","Region 6",201404,226,975,1466,1339,456,207,4443,88798,5,5.21
"1405","Region 6",201405,224,913,1432,1219,406,216,4186,89176,4.69,5.13
"1405","Region 7",201340,90,48,71,39,17,7,182,53575,0.34,0.65
"1405","Region 7",201341,91,66,89,44,16,21,236,53465,0.44,0.85
"1405","Region 7",201342,96,48,93,47,16,13,217,55016,0.39,0.71
"1405","Region 7",201343,93,61,107,66,26,16,276,56232,0.49,0.91
"1405","Region 7",201344,90,82,98,49,18,21,268,53411,0.5,0.8
"1405","Region 7",201345,92,74,113,73,19,11,290,55029,0.53,0.89
"1405","Region 7",201346,92,57,107,55,13,11,243,51839,0.47,0.86
"1405","Region 7",201347,91,64,120,67,18,21,290,49916,0.58,1.04
"1405","Region 7",201348,92,55,63,71,20,11,220,38743,0.57,1.12
"1405","Region 7",201349,95,70,145,88,23,16,342,52044,0.66,1.26
"1405","Region 7",201350,93,71,162,108,38,16,395,49094,0.8,1.54
"1405","Region 7",201351,93,125,259,191,44,21,640,47082,1.36,2.81
"1405","Region 7",201352,92,173,213,238,91,31,746,32419,2.3,4.48
"1405","Region 7",201401,90,167,233,294,75,50,819,39068,2.1,4.11
"1405","Region 7",201402,89,167,236,249,77,39,768,45533,1.69,3.12
"1405","Region 7",201403,87,202,328,233,83,50,896,49334,1.82,3.14
"1405","Region 7",201404,85,165,323,212,83,32,815,48049,1.7,3.01
"1405","Region 7",201405,65,148,285,168,40,25,666,44391,1.5,2.99
"1405","Region 8",201340,118,111,178,74,28,17,408,53433,0.76,0.69
"1405","Region 8",201341,120,133,194,101,45,18,491,57720,0.85,0.74
"1405","Region 8",201342,118,111,149,93,23,15,391,54150,0.72,0.64
"1405","Region 8",201343,123,143,245,89,31,30,538,59247,0.91,0.81
"1405","Region 8",201344,113,198,229,151,53,15,646,70956,0.91,0.72
"1405","Region 8",201345,119,203,249,157,66,20,695,75584,0.92,0.75
"1405","Region 8",201346,117,172,233,134,33,23,595,68385,0.87,0.7
"1405","Region 8",201347,118,273,353,218,83,26,953,74781,1.27,0.95
"1405","Region 8",201348,119,288,302,203,57,44,894,65715,1.36,1
"1405","Region 8",201349,118,186,330,250,57,36,859,52158,1.65,1.53
"1405","Region 8",201350,118,197,413,248,78,31,967,55657,1.74,1.6
"1405","Region 8",201351,111,352,663,503,168,47,1733,75678,2.29,2.03
"1405","Region 8",201352,114,378,546,521,175,79,1699,43920,3.87,3.7
"1405","Region 8",201401,115,331,333,534,193,89,1480,48773,3.03,2.99
"1405","Region 8",201402,118,309,484,483,188,95,1559,58591,2.66,2.58
"1405","Region 8",201403,117,293,432,396,161,85,1367,57165,2.39,2.28
"1405","Region 8",201404,115,285,406,352,113,63,1219,54034,2.26,2.12
"1405","Region 8",201405,93,223,339,266,100,42,970,48943,1.98,1.86
"1405","Region 9",201340,249,231,397,181,80,76,965,81807,1.18,1.38
"1405","Region 9",201341,250,313,473,192,120,103,1201,83656,1.44,1.63
"1405","Region 9",201342,249,336,419,197,105,84,1141,80206,1.42,1.63
"1405","Region 9",201343,252,314,418,206,117,95,1150,83605,1.38,1.62
"1405","Region 9",201344,259,312,480,241,151,104,1288,82904,1.55,1.82
"1405","Region 9",201345,269,353,619,275,147,121,1515,85645,1.77,2.08
"1405","Region 9",201346,266,399,520,223,132,100,1374,80282,1.71,2.06
"1405","Region 9",201347,260,406,546,258,152,104,1466,83970,1.75,2
"1405","Region 9",201348,258,336,378,249,126,115,1204,58180,2.07,2.39
"1405","Region 9",201349,256,427,604,265,156,137,1589,83515,1.9,2.16
"1405","Region 9",201350,256,452,672,324,167,133,1748,78798,2.22,2.57
"1405","Region 9",201351,250,511,638,497,246,208,2100,76615,2.74,3.01
"1405","Region 9",201352,239,574,554,525,246,207,2106,53395,3.94,4.66
"1405","Region 9",201401,245,643,611,694,337,230,2515,62406,4.03,4.73
"1405","Region 9",201402,240,678,815,780,439,284,2996,79872,3.75,4.43
"1405","Region 9",201403,234,574,964,773,362,312,2985,78565,3.8,4.49
"1405","Region 9",201404,204,590,943,551,247,190,2521,67322,3.74,4.55
"1405","Region 9",201405,174,478,819,520,248,163,2228,64023,3.48,4.23
"1405","Region 10",201340,46,12,34,17,8,2,73,15363,0.48,0.43
"1405","Region 10",201341,44,16,29,18,4,6,73,16201,0.45,0.41
"1405","Region 10",201342,49,27,40,10,8,4,89,16215,0.55,0.51
"1405","Region 10",201343,51,21,27,19,10,4,81,16301,0.5,0.51
"1405","Region 10",201344,50,19,31,23,8,4,85,16108,0.53,0.54
"1405","Region 10",201345,51,22,23,6,5,9,65,16240,0.4,0.38
"1405","Region 10",201346,51,19,40,13,9,2,83,15469,0.54,0.51
"1405","Region 10",201347,47,30,24,12,3,2,71,14581,0.49,0.47
"1405","Region 10",201348,52,22,22,16,8,1,69,10488,0.66,0.68
"1405","Region 10",201349,51,14,39,19,15,5,92,14324,0.64,0.66
"1405","Region 10",201350,51,25,43,39,15,7,129,14014,0.92,0.87
"1405","Region 10",201351,50,50,67,58,34,9,218,12006,1.82,1.52
"1405","Region 10",201352,50,102,86,108,54,22,372,7913,4.7,3.6
"1405","Region 10",201401,48,137,108,138,64,26,473,9358,5.05,4.06
"1405","Region 10",201402,50,98,174,179,92,26,569,14507,3.92,3.41
"1405","Region 10",201403,50,70,143,124,60,23,420,14106,2.98,2.78
"1405","Region 10",201404,48,60,102,75,31,14,282,12202,2.31,2.28
"1405","Region 10",201405,36,24,66,53,25,8,176,10091,1.74,1.7
"1406","National",201340,2038,2986,3782,1854,643,448,9713,856101,1.13,1.16
"1406","National",201341,2062,3292,3945,1924,760,532,10453,859716,1.22,1.27
"1406","National",201342,2090,3486,3882,2011,787,494,10660,845886,1.26,1.32
"1406","National",201343,2089,3931,4492,2290,811,515,12039,874595,1.38,1.37
"1406","National",201344,2085,4047,4631,2353,931,531,12493,869191,1.44,1.47
"1406","National",201345,2084,4414,5041,2507,952,534,13448,875914,1.54,1.58
"1406","National",201346,2099,4618,4954,2687,975,576,13810,861793,1.6,1.59
"1406","National",201347,2062,4757,5519,3057,1072,576,14981,867074,1.73,1.72
"1406","National",201348,2030,4909,4272,3018,1050,639,13888,659622,2.11,2.11
"1406","National",201349,2039,5514,6543,4362,1538,861,18818,848810,2.22,2.16
"1406","National",201350,2025,5476,7010,4440,1585,797,19308,792454,2.44,2.37
"1406","National",201351,1973,6524,8383,6500,2267,933,24607,804201,3.06,3.19
"1406","National",201352,1954,7684,7372,7404,2829,1291,26580,603257,4.41,4.59
"1406","National",201401,1984,7479,6708,9111,3528,1753,28579,670924,4.26,4.32
"1406","National",201402,1989,6125,7765,8728,3513,1605,27736,792503,3.5,3.61
"1406","National",201403,1962,5933,9402,7991,3076,1557,27959,835900,3.34,3.4
"1406","National",201404,1935,5607,8427,6558,2491,1241,24324,750555,3.24,3.44
"1406","National",201405,1829,4862,7907,5677,2219,1079,21744,738009,2.95,3.19
"1406","National",201406,1532,3852,6313,4553,1867,857,17442,649948,2.68,2.96
"1406","Region 1",201340,176,117,168,44,19,20,368,59819,0.62,0.62
"1406","Region 1",201341,179,126,194,39,15,16,390,60618,0.64,0.65
"1406","Region 1",201342,179,138,206,38,17,22,421,57316,0.73,0.74
"1406","Region 1",201343,171,164,163,33,18,13,391,56884,0.69,0.8
"1406","Region 1",201344,160,142,201,26,11,12,392,54973,0.71,0.92
"1406","Region 1",201345,158,128,206,41,26,25,426,55199,0.77,1
"1406","Region 1",201346,161,165,144,59,24,13,405,54500,0.74,0.68
"1406","Region 1",201347,159,145,153,42,28,17,385,54240,0.71,0.69
"1406","Region 1",201348,164,163,87,49,21,15,335,35911,0.93,0.92
"1406","Region 1",201349,160,153,160,65,29,32,439,53179,0.83,0.83
"1406","Region 1",201350,150,199,193,62,30,18,502,49010,1.02,1.04
"1406","Region 1",201351,149,221,160,78,30,26,515,45459,1.13,1.18
"1406","Region 1",201352,152,211,146,78,31,26,492,28608,1.72,1.53
"1406","Region 1",201401,153,214,116,111,36,30,507,29073,1.74,1.61
"1406","Region 1",201402,157,199,227,161,66,31,684,48223,1.42,1.39
"1406","Region 1",201403,152,260,310,184,69,34,857,49167,1.74,1.67
"1406","Region 1",201404,154,243,392,160,57,31,883,46861,1.88,1.88
"1406","Region 1",201405,141,232,455,128,49,19,883,50401,1.75,1.99
"1406","Region 1",201406,116,193,420,114,44,23,794,38339,2.07,2.32
"1406","Region 2",201340,289,639,655,326,122,75,1817,128105,1.42,1.62
"1406","Region 2",201341,296,642,546,278,127,68,1661,125026,1.33,1.67
"1406","Region 2",201342,306,769,556,255,125,64,1769,123552,1.43,1.94
"1406","Region 2",201343,306,854,642,350,126,60,2032,127950,1.59,1.68
"1406","Region 2",201344,309,897,696,307,136,62,2098,125257,1.67,2.01
"1406","Region 2",201345,312,1009,664,305,105,49,2132,123284,1.73,1.76
"1406","Region 2",201346,309,1045,669,244,112,66,2136,123153,1.73,1.51
"1406","Region 2",201347,308,1129,667,307,106,67,2276,120672,1.89,1.83
"1406","Region 2",201348,260,1216,610,292,95,62,2275,101070,2.25,2.03
"1406","Region 2",201349,263,1398,899,440,156,81,2974,129300,2.3,2.03
"1406","Region 2",201350,256,1284,877,332,131,64,2688,115759,2.32,1.77
"1406","Region 2",201351,244,1353,1003,511,149,72,3088,117432,2.63,2.24
"1406","Region 2",201352,246,1482,978,656,231,86,3433,101831,3.37,2.94
"1406","Region 2",201401,245,1250,835,850,294,124,3353,95731,3.5,3.34
"1406","Region 2",201402,244,1020,978,919,335,148,3400,118130,2.88,2.79
"1406","Region 2",201403,243,1052,1387,919,334,152,3844,122385,3.14,3.12
"1406","Region 2",201404,243,968,1120,787,271,130,3276,105782,3.1,3.02
"1406","Region 2",201405,232,843,1320,700,263,97,3223,110742,2.91,3.47
"1406","Region 2",201406,190,793,1161,664,267,103,2988,103708,2.88,3.61
"1406","Region 3",201340,238,403,467,296,75,55,1296,120100,1.08,0.93
"1406","Region 3",201341,223,388,503,295,72,46,1304,112611,1.16,1.06
"1406","Region 3",201342,238,425,506,333,94,62,1420,116546,1.22,1.04
"1406","Region 3",201343,235,479,554,363,97,72,1565,118139,1.32,1.13
"1406","Region 3",201344,239,442,567,368,119,64,1560,117260,1.33,1.11
"1406","Region 3",201345,235,504,502,393,114,67,1580,118794,1.33,1.12
"1406","Region 3",201346,241,511,562,415,124,72,1684,117190,1.44,1.26
"1406","Region 3",201347,235,509,597,410,131,73,1720,117233,1.47,1.18
"1406","Region 3",201348,233,511,533,358,134,62,1598,90759,1.76,1.51
"1406","Region 3",201349,238,574,661,583,186,91,2095,118608,1.77,1.52
"1406","Region 3",201350,240,576,646,529,158,82,1991,105718,1.88,1.6
"1406","Region 3",201351,233,729,827,668,242,92,2558,108596,2.36,2.24
"1406","Region 3",201352,228,959,855,949,313,165,3241,98346,3.3,3.27
"1406","Region 3",201401,236,895,866,1449,529,243,3982,106160,3.75,3.61
"1406","Region 3",201402,237,672,1037,1736,582,250,4277,114416,3.74,3.22
"1406","Region 3",201403,233,756,1491,1744,675,219,4885,117308,4.16,3.35
"1406","Region 3",201404,237,713,1227,1633,529,242,4344,105321,4.12,3.48
"1406","Region 3",201405,226,619,981,1358,497,206,3661,109514,3.34,2.87
"1406","Region 3",201406,193,422,852,1194,436,174,3078,93398,3.3,3.53
"1406","Region 4",201340,327,438,668,252,64,42,1464,143837,1.02,0.93
"1406","Region 4",201341,329,484,675,247,99,58,1563,142035,1.1,1
"1406","Region 4",201342,329,511,695,305,130,65,1706,141381,1.21,1.02
"1406","Region 4",201343,322,678,892,367,103,65,2105,144383,1.46,1.24
"1406","Region 4",201344,329,652,965,440,114,50,2221,143103,1.55,1.3
"1406","Region 4",201345,329,820,1125,432,146,64,2587,146561,1.77,1.49
"1406","Region 4",201346,328,808,1058,491,148,84,2589,142325,1.82,1.49
"1406","Region 4",201347,322,799,1251,593,182,107,2932,149653,1.96,1.7
"1406","Region 4",201348,321,892,888,575,183,109,2647,105905,2.5,2.18
"1406","Region 4",201349,324,1067,1668,855,284,147,4021,145150,2.77,2.28
"1406","Region 4",201350,323,1004,1537,788,268,162,3759,133200,2.82,2.4
"1406","Region 4",201351,316,1214,1688,1163,410,134,4609,126055,3.66,3.25
"1406","Region 4",201352,302,1184,1210,1156,489,223,4262,86440,4.93,4.68
"1406","Region 4",201401,321,1243,1142,1456,603,290,4734,111333,4.25,3.92
"1406","Region 4",201402,312,923,1323,1185,515,225,4171,128458,3.25,3.13
"1406","Region 4",201403,317,872,1652,1071,408,231,4234,141570,2.99,2.88
"1406","Region 4",201404,310,823,1408,803,399,175,3608,119608,3.02,3.01
"1406","Region 4",201405,289,603,1250,630,272,146,2901,98382,2.95,2.81
